라하, 45, 166
자하, 70, 192
사카, 88, 190
나사, 76, 184
바마, 65, 141
차라, 80, 150
아파, 63, 163
바하, 53, 163
카타, 55, 178
차타, 55, 155
마가, 63, 192
다가, 49, 149
파타, 42, 195
나타, 71, 165
차차, 73, 191
하다, 61, 199
하카, 91, 174
카타, 86, 184
가사, 71, 198
나사, 86, 140
아파, 63, 141
카나, 49, 194
차사, 40, 143
차하, 42, 163
타마, 58, 184
사가, 52, 158
카사, 61, 176
아타, 80, 160
차하, 62, 193
바아, 43, 189
자차, 79, 166
파마, 48, 144
마바, 52, 197
하마, 84, 199
하사, 74, 192
라바, 52, 140
다나, 62, 192
카차, 92, 148
카아, 66, 173
나타, 64, 144
파파, 73, 150
마카, 42, 171
파하, 56, 160
하하, 72, 197
마가, 43, 179
다나, 57, 176
카나, 65, 172
라아, 68, 180
자차, 87, 189
타아, 91, 144
다바, 42, 176
사마, 85, 177
바파, 40, 194
자자, 62, 144
차아, 95, 170
나나, 70, 183
마가, 96, 163
카바, 78, 141
차가, 85, 153
가나, 62, 159
파가, 82, 182
나타, 72, 185
차카, 55, 159
파마, 70, 149
라라, 63, 171
라자, 81, 141
바바, 83, 152
차자, 72, 173
자아, 51, 166
사사, 47, 180
가사, 66, 142
카나, 62, 159
카마, 93, 144
가바, 45, 178
마라, 49, 198
마마, 90, 191
바자, 61, 159
파바, 64, 185
카사, 99, 188
바타, 81, 189
다타, 63, 190
카사, 88, 151
가나, 64, 163
바사, 64, 158
카차, 40, 183
차카, 80, 183
타마, 74, 157
하다, 41, 182
파사, 76, 142
마자, 51, 147
나사, 40, 192
나가, 85, 194
사카, 62, 182
바파, 41, 151
바바, 75, 185
타사, 93, 166
하다, 76, 166
나카, 81, 144
가바, 59, 189
나하, 68, 194
사타, 43, 174
마파, 86, 147
카타, 81, 174
파차, 61, 165
자카, 68, 167
타마, 40, 156
카사, 64, 163
타다, 98, 189
파사, 56, 143
자가, 54, 173
다사, 77, 175
아카, 78, 193
나마, 94, 182
타타, 80, 150
타하, 83, 160
파차, 87, 157
바바, 79, 142
카가, 58, 142
자하, 51, 183
파카, 85, 190
다나, 86, 181
하다, 86, 168
카마, 54, 199
가카, 57, 167
사파, 51, 147
타아, 81, 142
파자, 51, 180
파타, 48, 191
다마, 58, 148
차하, 85, 196
다나, 65, 191
사다, 89, 155
마나, 59, 161
사사, 86, 170
카가, 98, 166
카차, 54, 176
다파, 98, 154
바사, 88, 184
다자, 89, 140
라타, 49, 171
차아, 71, 180
하바, 48, 185
자가, 54, 159
차나, 59, 149
마가, 44, 156
바바, 77, 168
파다, 89, 159
자아, 68, 148
타파, 40, 146
가카, 90, 190
나파, 49, 168
나아, 53, 146
타다, 56, 191
파파, 57, 176
다자, 58, 164
아카, 69, 162
타다, 67, 182
가차, 81, 193
카아, 87, 196
아나, 95, 180
나하, 44, 195
사다, 83, 175
가타, 63, 166
바마, 72, 185
차마, 91, 158
하사, 89, 173
사아, 58, 170
아사, 49, 195
차다, 84, 143
다가, 55, 156
라파, 70, 182
나아, 46, 159
가파, 52, 156
다아, 67, 181
하나, 43, 187
자하, 84, 144
사타, 84, 185
다라, 70, 160
사차, 60, 150
바차, 71, 163
타나, 43, 142
타가, 68, 180
나라, 56, 198
나자, 93, 158
타바, 69, 184
차카, 94, 158
카자, 72, 181
다사, 42, 196
바자, 62, 156
파사, 43, 179
마나, 84, 165
다사, 61, 176
사다, 47, 193
파자, 87, 192
자자, 78, 181
아하, 78, 159
사마, 48, 199
사하, 47, 142
나차, 65, 141
라마, 70, 170
라차, 55, 158
자바, 51, 176
라타, 60, 192
라자, 71, 166
나라, 51, 177
가자, 65, 191
아하, 46, 172
아자, 41, 182
파카, 98, 177
다라, 82, 173
가바, 82, 147
파파, 94, 199
파바, 49, 153
하가, 45, 164
자아, 51, 192
타바, 90, 145
바바, 73, 180
차가, 54, 158
마라, 56, 175
바라, 54, 151
나라, 70, 191
마바, 85, 153
나사, 59, 187
자마, 98, 176
차하, 99, 190
카아, 54, 194
라자, 95, 155
가나, 40, 184
다사, 80, 164
자마, 74, 197
카나, 60, 199
하바, 61, 140
사다, 78, 161
자아, 85, 167
라마, 49, 145
카아, 72, 169
사카, 71, 166
파하, 48, 151
아파, 90, 180
파자, 75, 176
바사, 49, 167
아다, 72, 170
나마, 91, 168
하가, 59, 156
아다, 50, 143
아라, 83, 155
바마, 99, 182
자카, 90, 176
나마, 77, 170
다나, 94, 190
사마, 47, 146
아다, 72, 165
바타, 59, 157
가하, 93, 148
바차, 42, 143
마사, 84, 168
마아, 69, 185
자하, 91, 193
차사, 90, 154
라나, 86, 174
사마, 74, 180
하하, 45, 180
다바, 70, 142
카마, 46, 181
카다, 57, 158
카나, 54, 170
사차, 66, 177
나자, 83, 162
타다, 93, 199
가자, 98, 169
아차, 92, 170
나다, 55, 167
라하, 89, 185
파사, 71, 145
다가, 79, 140
자나, 43, 181
가하, 94, 165
차가, 80, 190
가라, 98, 150
마아, 49, 181
카카, 98, 152
타타, 98, 160
파하, 40, 157
카마, 47, 186
사나, 84, 161
아하, 48, 181
자타, 71, 168
아다, 95, 163
사나, 45, 152
가가, 57, 197
바자, 56, 195
다라, 51, 151
다타, 93, 161
하다, 96, 197
마사, 91, 150
나타, 95, 157
카아, 82, 199
아마, 69, 184
나파, 96, 165
라가, 81, 190
다나, 58, 172
파카, 97, 182
나하, 98, 173
바자, 97, 169
가하, 66, 145
카다, 85, 161
사사, 70, 191
나차, 74, 157
카차, 83, 190
카아, 66, 150
자자, 77, 158
파나, 53, 153
파나, 40, 148
하아, 90, 190
나바, 43, 167
바나, 42, 142
파라, 92, 184
다자, 82, 150
나자, 98, 144
마자, 57, 164
나자, 71, 168
바차, 91, 191
나가, 76, 193
타사, 95, 177
사자, 64, 156
라라, 78, 151
카나, 42, 160
자나, 82, 198
사카, 90, 196
나차, 44, 191
카바, 86, 172
라차, 61, 140
나하, 47, 166
파바, 96, 161
하자, 46, 155
사아, 99, 149
자사, 52, 178
사라, 77, 152
하카, 45, 170
하하, 69, 172
타나, 52, 181
라가, 62, 179
라하, 82, 179
다파, 74, 195
다바, 43, 146
가하, 89, 151
타자, 97, 158
사사, 60, 190
라바, 48, 183
나타, 60, 148
나하, 67, 172
하나, 53, 185
자가, 80, 140
자카, 61, 153
마바, 60, 195
아바, 49, 171
파하, 63, 146
파아, 53, 193
타가, 92, 187
가바, 93, 140
가타, 41, 164
바카, 83, 152
마카, 88, 182
아가, 95, 181
나카, 62, 191
나라, 71, 170
마가, 73, 147
마차, 79, 164
사사, 63, 157
가카, 96, 161
하파, 53, 168
마파, 42, 168
파하, 68, 153
카사, 86, 145
아하, 78, 189
차차, 97, 199
사나, 96, 198
아하, 79, 180
아마, 77, 162
하타, 72, 171
하사, 66, 185
하하, 59, 142
자가, 40, 149
타나, 68, 197
하파, 52, 171
라차, 85, 189
차하, 83, 150
사마, 57, 195
바파, 50, 196
카파, 52, 195
자라, 89, 189
라아, 41, 180
가파, 66, 141
하하, 59, 185
하파, 45, 171
사가, 87, 173
나자, 45, 155
마하, 92, 152
파하, 95, 192
타사, 84, 145
가하, 70, 198
마나, 73, 156
파타, 67, 154
사자, 95, 142
가나, 59, 173
라다, 81, 141
나라, 82, 181
라타, 72, 173
가차, 94, 178
차나, 70, 151
카카, 46, 165
차라, 76, 168
마마, 80, 199
아사, 54, 165
마자, 94, 178
다자, 66, 151
라자, 54, 172
하라, 55, 184
카하, 83, 199
차아, 87, 159
나마, 98, 154
라자, 73, 179
라차, 55, 162
바라, 88, 170
자차, 70, 155
가파, 63, 165
아라, 50, 174
카아, 94, 144
가가, 98, 165
바파, 50, 197
하다, 92, 185
사바, 69, 177
바자, 43, 192
마마, 63, 144
자하, 52, 147
마파, 70, 164
나가, 52, 148
타바, 48, 189
나아, 66, 180
자다, 40, 198
하마, 86, 147
파파, 78, 187
하마, 68, 160
파타, 84, 160
타하, 88, 152
아타, 80, 180
가나, 69, 171
카타, 72, 153
가아, 71, 180
차마, 87, 181
카다, 67, 178
다라, 48, 198
사나, 80, 173
마가, 91, 180
마마, 44, 184
하파, 88, 142
아차, 66, 197
나자, 42, 161
하라, 80, 152
자가, 57, 175
나차, 89, 174
나하, 74, 166
사자, 56, 143
다파, 49, 177
바타, 68, 153
마나, 63, 188
라마, 47, 149
